,zip,city,county,lat,long
625,94518,Concord,Contra Costa,37.9504,-122.0263
626,91384,Castaic,Los Angeles,34.4827,-118.6254
627,90061,Los Angeles,Los Angeles,33.9245,-118.2716
628,93401,San Luis Obispo,San Luis Obispo,35.2635,-120.6509
629,90038,Los Angeles,Los Angeles,34.0898,-118.3215
630,90710,Harbor City,Los Angeles,33.797,-118.2991
631,92262,Palm Springs,Riverside,33.8414,-116.5347
632,93035,Oxnard,Ventura,34.1822,-119.216
633,91364,Woodland Hills,Los Angeles,34.1557,-118.6
634,93280,Wasco,Kern,35.648,-119.4487
635,95363,Patterson,Stanislaus,37.4826,-121.1648
636,92604,Irvine,Orange,33.6899,-117.7868
637,95370,Sonora,Tuolumne,37.9957,-120.3368
638,94510,Benicia,Solano,38.0685,-122.1614
639,95212,Stockton,San Joaquin,38.0315,-121.2589
640,95133,San Jose,Santa Clara,37.3729,-121.856
641,93901,Salinas,Monterey,36.6677,-121.6596
642,91504,Burbank,Los Angeles,34.2001,-118.3264
643,90713,Lakewood,Los Angeles,33.8473,-118.1115
644,94062,Redwood City,San Mateo,37.4245,-122.296
645,90017,Los Angeles,Los Angeles,34.0559,-118.2666
646,90035,Los Angeles,Los Angeles,34.0531,-118.3806
647,94306,Palo Alto,Santa Clara,37.418,-122.1274
648,94559,Napa,Napa,38.2904,-122.2841
649,90291,Venice,Los Angeles,33.9938,-118.4635
650,91724,Covina,Los Angeles,34.0938,-117.856
651,90405,Santa Monica,Los Angeles,34.01,-118.4717
652,92614,Irvine,Orange,33.6829,-117.8298
653,90746,Carson,Los Angeles,33.8584,-118.2554
654,92606,Irvine,Orange,33.6951,-117.8224
655,95242,Lodi,San Joaquin,38.1308,-121.3345
656,91755,Monterey Park,Los Angeles,34.048,-118.115
657,95618,El Macero,Yolo,38.5449,-121.7405
658,92860,Norco,Riverside,33.9247,-117.5517
659,93725,Fresno,Fresno,36.6207,-119.7308
660,92227,Brawley,Imperial,32.9792,-115.5296
661,94506,Danville,Contra Costa,37.8321,-121.9167
662,90270,Maywood,Los Angeles,33.989,-118.1877
663,92008,Carlsbad,San Diego,33.1602,-117.325
664,92629,Dana Point,Orange,33.4743,-117.6964
665,93960,Soledad,Monterey,36.4196,-121.3243
666,94002,Belmont,San Mateo,37.5174,-122.2927
667,91302,Calabasas,Los Angeles,34.1419,-118.6641
668,93105,Santa Barbara,Santa Barbara,34.4369,-119.7285
669,94133,San Francisco,San Francisco,37.8002,-122.4091
670,91945,Lemon Grove,San Diego,32.7332,-117.0326
671,95677,Rocklin,Placer,38.7877,-121.2366
672,91103,Pasadena,Los Angeles,34.1669,-118.1551
673,90240,Downey,Los Angeles,33.9581,-118.1174
674,95409,Santa Rosa,Sonoma,38.4592,-122.6393
675,92694,Ladera Ranch,Orange,33.5472,-117.6238
676,94598,Walnut Creek,Contra Costa,37.9194,-122.0259
677,91042,Tujunga,Los Angeles,34.2544,-118.2849
678,90304,Inglewood,Los Angeles,33.9379,-118.3586
679,92868,Orange,Orange,33.7875,-117.8776
680,91010,Duarte,Los Angeles,34.1407,-117.9567
681,92411,San Bernardino,San Bernardino,34.1214,-117.3172
682,91932,Imperial Beach,San Diego,32.5783,-117.1148
683,91784,Upland,San Bernardino,34.141,-117.6581
684,95945,Grass Valley,Nevada,39.2081,-121.0069
685,90249,Gardena,Los Angeles,33.8998,-118.3199
686,92835,Fullerton,Orange,33.8994,-117.9063
687,91740,Glendora,Los Angeles,34.1287,-117.8552
688,94547,Hercules,Contra Costa,38.0066,-122.2637
689,94123,San Francisco,San Francisco,37.7999,-122.4342
690,91741,Glendora,Los Angeles,34.1537,-117.8437
691,94803,El Sobrante,Contra Costa,37.9693,-122.2901
692,91301,Agoura Hills,Los Angeles,34.1227,-118.7573
693,90064,Los Angeles,Los Angeles,34.0353,-118.4259
694,94402,San Mateo,San Mateo,37.5507,-122.3276
695,95815,Sacramento,Sacramento,38.6093,-121.4443
696,94530,El Cerrito,Contra Costa,37.9156,-122.2985
697,92832,Fullerton,Orange,33.868,-117.9265
698,95032,Los Gatos,Santa Clara,37.2417,-121.9554
699,91403,Sherman Oaks,Los Angeles,34.1514,-118.4603
700,94947,Novato,Marin,38.0973,-122.5837
701,91307,West Hills,Los Angeles,34.1963,-118.6389
702,92284,Yucca Valley,San Bernardino,34.1559,-116.4313
703,94607,Oakland,Alameda,37.8071,-122.2851
704,92211,Palm Desert,Riverside,33.7644,-116.3398
705,91030,South Pasadena,Los Angeles,34.1109,-118.1547
706,95215,Stockton,San Joaquin,37.9551,-121.2041
707,90602,Whittier,Los Angeles,33.9693,-118.0337
708,92532,Lake Elsinore,Riverside,33.6927,-117.303
709,95003,Aptos,Santa Cruz,36.9797,-121.8902
710,91106,Pasadena,Los Angeles,34.1435,-118.1266
711,93933,Marina,Monterey,36.6849,-121.7934
712,95864,Sacramento,Sacramento,38.5878,-121.3769
713,95367,Riverbank,Stanislaus,37.7298,-120.942
714,92119,San Diego,San Diego,32.8036,-117.0261
715,91411,Van Nuys,Los Angeles,34.1781,-118.4574
716,94619,Oakland,Alameda,37.7878,-122.1884
717,95503,Eureka,Humboldt,40.7592,-124.1593
718,90274,Palos Verdes Peninsula,Los Angeles,33.7669,-118.3806
719,91775,San Gabriel,Los Angeles,34.1155,-118.0857
720,95354,Modesto,Stanislaus,37.6409,-120.9749
721,92277,Twentynine Palms,San Bernardino,34.1455,-116.0601
722,90403,Santa Monica,Los Angeles,34.0287,-118.4924
723,93907,Salinas,Monterey,36.7563,-121.6703
724,92251,Imperial,Imperial,32.847,-115.573
725,95776,Woodland,Yolo,38.6808,-121.7411
726,90740,Seal Beach,Orange,33.7602,-118.0808
727,93041,Port Hueneme,Ventura,34.1626,-119.1973
728,95330,Lathrop,San Joaquin,37.8209,-121.2827
729,91737,Rancho Cucamonga,San Bernardino,34.1467,-117.5803
730,95531,Crescent City,Del Norte,41.7817,-124.1332
731,90303,Inglewood,Los Angeles,33.9377,-118.3321
732,95054,Santa Clara,Santa Clara,37.3924,-121.9623
733,95501,Eureka,Humboldt,40.7938,-124.1573
734,90292,Marina Del Rey,Los Angeles,33.9779,-118.4525
735,90015,Los Angeles,Los Angeles,34.0434,-118.2716
736,92585,Sun City,Riverside,33.7467,-117.1721
737,92651,Laguna Beach,Orange,33.5429,-117.7813
738,94609,Oakland,Alameda,37.8361,-122.2637
739,94024,Los Altos,Santa Clara,37.3547,-122.0862
740,96007,Anderson,Shasta,40.4574,-122.3282
741,94085,Sunnyvale,Santa Clara,37.3886,-122.0177
742,92118,Coronado,San Diego,32.6807,-117.1698
743,91202,Glendale,Los Angeles,34.1652,-118.2656
744,93610,Chowchilla,Madera,37.1014,-120.2691
745,94597,Walnut Creek,Contra Costa,37.9182,-122.0717
746,95746,Granite Bay,Placer,38.7435,-121.1897
747,92782,Tustin,Orange,33.7346,-117.7869
748,90404,Santa Monica,Los Angeles,34.0268,-118.4733
749,94089,Sunnyvale,Santa Clara,37.3983,-122.0006
750,90720,Los Alamitos,Orange,33.7956,-118.0648
751,94030,Millbrae,San Mateo,37.6004,-122.402
752,92354,Loma Linda,San Bernardino,34.0528,-117.2513
753,95405,Santa Rosa,Sonoma,38.4386,-122.6727
754,91201,Glendale,Los Angeles,34.1716,-118.2899
755,92663,Newport Beach,Orange,33.621,-117.9321
756,92844,Garden Grove,Orange,33.7661,-117.9738
757,93212,Corcoran,Kings,36.0865,-119.5607
758,90732,San Pedro,Los Angeles,33.742,-118.3121
759,93203,Arvin,Kern,35.1966,-118.8336
760,92225,Blythe,Riverside,33.6103,-114.5963
761,95135,San Jose,Santa Clara,37.2974,-121.7562
762,93444,Nipomo,San Luis Obispo,35.0298,-120.4894
763,95620,Dixon,Solano,38.4403,-121.8088
764,94596,Walnut Creek,Contra Costa,37.9053,-122.0549
765,92501,Riverside,Riverside,33.9924,-117.3694
766,94703,Berkeley,Alameda,37.863,-122.2749
767,91101,Pasadena,Los Angeles,34.1468,-118.1391
768,93263,Shafter,Kern,35.497,-119.2801
769,90272,Pacific Palisades,Los Angeles,34.0481,-118.5265
770,92808,Anaheim,Orange,33.8579,-117.7513
771,90048,Los Angeles,Los Angeles,34.0737,-118.372
772,92602,Irvine,Orange,33.7419,-117.7467
773,90068,Los Angeles,Los Angeles,34.1156,-118.3305
774,94579,San Leandro,Alameda,37.6892,-122.1507
775,95391,Tracy,San Joaquin,37.7695,-121.5397
776,95818,Sacramento,Sacramento,38.5568,-121.4929
777,94706,Albany,Alameda,37.89,-122.2954
778,95827,Sacramento,Sacramento,38.5662,-121.3286
779,95521,Arcata,Humboldt,40.8742,-124.0765
780,92108,San Diego,San Diego,32.7783,-117.1335
781,93023,Ojai,Ventura,34.4451,-119.2565
782,92865,Orange,Orange,33.8263,-117.8511
783,93560,Rosamond,Kern,34.8664,-118.3409
784,90717,Lomita,Los Angeles,33.7938,-118.3172
785,92264,Palm Springs,Riverside,33.8018,-116.517
786,92371,Phelan,San Bernardino,34.4449,-117.5196
787,90603,Whittier,Los Angeles,33.9432,-117.9927
788,95949,Grass Valley,Nevada,39.1193,-121.0938
789,93630,Kerman,Fresno,36.7306,-120.0724
790,95965,Oroville,Butte,39.6054,-121.5751
791,92377,Rialto,San Bernardino,34.1561,-117.4042
792,91040,Sunland,Los Angeles,34.2618,-118.3371
793,95138,San Jose,Santa Clara,37.2602,-121.7709
794,92106,San Diego,San Diego,32.7272,-117.2268
795,93103,Santa Barbara,Santa Barbara,34.4291,-119.6833
796,90715,Lakewood,Los Angeles,33.8405,-118.0767
797,94127,San Francisco,San Francisco,37.7354,-122.4571
798,95819,Sacramento,Sacramento,38.5683,-121.4366
799,91602,North Hollywood,Los Angeles,34.151,-118.3663
800,94519,Concord,Contra Costa,37.9841,-122.0119
801,94503,American Canyon,Napa,38.1668,-122.2553
802,94019,Half Moon Bay,San Mateo,37.4791,-122.4459
803,92603,Irvine,Orange,33.6245,-117.794
804,91011,La Canada Flintridge,Los Angeles,34.2217,-118.2051
805,95841,Sacramento,Sacramento,38.6627,-121.3406
806,90069,West Hollywood,Los Angeles,34.0906,-118.3788
807,95110,San Jose,Santa Clara,37.3391,-121.9016
808,91361,Westlake Village,Ventura,34.1472,-118.8383
809,96130,Susanville,Lassen,40.3983,-120.6464
810,94022,Los Altos,Santa Clara,37.3814,-122.1258
811,91381,Stevenson Ranch,Los Angeles,34.3775,-118.6131
812,92082,Valley Center,San Diego,33.249,-117.0122
813,91501,Burbank,Los Angeles,34.1862,-118.3009
814,92887,Yorba Linda,Orange,33.8841,-117.7304
815,92029,Escondido,San Diego,33.0895,-117.1128
816,94563,Orinda,Contra Costa,37.8787,-122.1728
817,90210,Beverly Hills,Los Angeles,34.0901,-118.4065
818,94564,Pinole,Contra Costa,37.9969,-122.2875
819,90254,Hermosa Beach,Los Angeles,33.8643,-118.3955
820,95969,Paradise,Butte,39.7555,-121.6069
821,91390,Santa Clarita,Los Angeles,34.4684,-118.5261
822,91204,Glendale,Los Angeles,34.1379,-118.2599
823,95519,Mckinleyville,Humboldt,40.9465,-124.0834
824,91345,Mission Hills,Los Angeles,34.2619,-118.4587
825,96161,Truckee,Nevada,39.3385,-120.1729
826,95366,Ripon,San Joaquin,37.7491,-121.1284
827,90814,Long Beach,Los Angeles,33.7716,-118.148
828,92586,Sun City,Riverside,33.7044,-117.1969
829,95602,Auburn,Placer,38.9829,-121.0944
830,92270,Rancho Mirage,Riverside,33.7643,-116.4225
831,90502,Torrance,Los Angeles,33.8286,-118.292
832,93111,Santa Barbara,Santa Barbara,34.4453,-119.8025
833,93268,Taft,Kern,35.1482,-119.4557
834,93927,Greenfield,Monterey,36.3202,-121.2451
835,93210,Coalinga,Fresno,36.1624,-120.3489
836,92582,San Jacinto,Riverside,33.7883,-116.9819
837,93015,Fillmore,Ventura,34.3992,-118.9182
838,94945,Novato,Marin,38.1163,-122.5714
839,90265,Malibu,Los Angeles,34.0402,-118.7351
840,92587,Sun City,Riverside,33.707,-117.245
841,94949,Novato,Marin,38.0618,-122.5404
842,91901,Alpine,San Diego,32.8282,-116.7543
843,91506,Burbank,Los Angeles,34.1717,-118.3231
844,95959,Nevada City,Nevada,39.3017,-120.9717
845,91902,Bonita,San Diego,32.6671,-117.0221
846,94595,Walnut Creek,Contra Costa,37.8753,-122.0703
847,91723,Covina,Los Angeles,34.086,-117.8843
848,95334,Livingston,Merced,37.3763,-120.7252
849,93930,King City,Monterey,36.2028,-121.1273
850,94301,Palo Alto,Santa Clara,37.4443,-122.1497
851,95448,Healdsburg,Sonoma,38.6184,-122.862
852,93247,Lindsay,Tulare,36.2096,-119.0884
853,94618,Oakland,Alameda,37.8431,-122.2402
854,93013,Carpinteria,Santa Barbara,34.4036,-119.5183
855,92610,Foothill Ranch,Orange,33.6748,-117.6649
856,94702,Berkeley,Alameda,37.8656,-122.2851
857,93241,Lamont,Kern,35.2571,-118.9124
858,95816,Sacramento,Sacramento,38.5728,-121.4675
859,91914,Chula Vista,San Diego,32.6587,-116.9652
860,93728,Fresno,Fresno,36.7581,-119.8113
861,91436,Encino,Los Angeles,34.151,-118.4882
862,90245,El Segundo,Los Angeles,33.9243,-118.4119
863,93648,Parlier,Fresno,36.6103,-119.5375
864,90701,Artesia,Los Angeles,33.8654,-118.0731
865,90670,Santa Fe Springs,Los Angeles,33.9464,-118.0838
866,95673,Rio Linda,Sacramento,38.6895,-121.4479
867,94305,Stanford,Santa Clara,37.4236,-122.1619
868,94612,Oakland,Alameda,37.8085,-122.2668
869,94960,San Anselmo,Marin,37.9846,-122.5711
870,93402,Los Osos,San Luis Obispo,35.3172,-120.8333
871,93631,Kingsburg,Fresno,36.508,-119.5433
872,92637,Laguna Hills,Orange,33.6103,-117.7253
873,95963,Orland,Glenn,39.7314,-122.2534
874,91203,Glendale,Los Angeles,34.1517,-118.2636
875,95252,Valley Springs,Calaveras,38.162,-120.8572
876,93110,Santa Barbara,Santa Barbara,34.4418,-119.7647
877,94556,Moraga,Contra Costa,37.8437,-122.1242
878,95422,Clearlake,Lake,38.9576,-122.636
879,90623,La Palma,Orange,33.8491,-118.0398
880,95203,Stockton,San Joaquin,37.9532,-121.3116
881,95304,Tracy,San Joaquin,37.7319,-121.4096
882,92845,Garden Grove,Orange,33.7787,-118.0267
883,93950,Pacific Grove,Monterey,36.6167,-121.922
884,92866,Orange,Orange,33.7877,-117.8423
885,90305,Inglewood,Los Angeles,33.9583,-118.3259
886,94502,Alameda,Alameda,37.7351,-122.2431
887,95066,Scotts Valley,Santa Cruz,37.0597,-122.0152
888,95368,Salida,Stanislaus,37.7083,-121.0864
889,94552,Castro Valley,Alameda,37.7131,-122.0381
890,95650,Loomis,Placer,38.8071,-121.1698
891,94542,Hayward,Alameda,37.6586,-122.0472
892,91208,Glendale,Los Angeles,34.1921,-118.235
893,95437,Fort Bragg,Mendocino,39.4402,-123.7703
894,96021,Corning,Tehama,39.9296,-122.196
895,90232,Culver City,Los Angeles,34.0168,-118.3973
896,93250,Mc Farland,Kern,35.6758,-119.2272
897,96022,Cottonwood,Shasta,40.3691,-122.3375
898,93543,Littlerock,Los Angeles,34.4891,-117.9708
899,93221,Exeter,Tulare,36.3041,-119.1293
900,95605,West Sacramento,Yolo,38.5927,-121.5325
901,95315,Delhi,Merced,37.4273,-120.7752
902,93514,Bishop,Inyo,37.5014,-118.4048
903,95540,Fortuna,Humboldt,40.5835,-124.1473
904,92408,San Bernardino,San Bernardino,34.0831,-117.2711
905,94805,Richmond,Contra Costa,37.9417,-122.3238
906,90716,Hawaiian Gardens,Los Angeles,33.8296,-118.073
907,92274,Thermal,Riverside,33.5578,-116.1572
908,94507,Alamo,Contra Costa,37.8537,-122.0229
909,95130,San Jose,Santa Clara,37.2886,-121.9818
910,94041,Mountain View,Santa Clara,37.3893,-122.0783
911,93505,California City,Kern,35.1278,-117.9651
912,91377,Oak Park,Ventura,34.185,-118.7669
913,95817,Sacramento,Sacramento,38.5498,-121.4583
914,95388,Winton,Merced,37.4014,-120.6045
915,95490,Willits,Mendocino,39.4493,-123.3679
916,95030,Los Gatos,Santa Clara,37.2296,-121.9834
917,94705,Berkeley,Alameda,37.8571,-122.25
918,93640,Mendota,Fresno,36.7424,-120.4093
919,95360,Newman,Stanislaus,37.3097,-121.0805
920,94108,San Francisco,San Francisco,37.7929,-122.4079
921,93433,Grover Beach,San Luis Obispo,35.121,-120.6173
922,94904,Greenbrae,Marin,37.9479,-122.5363
923,91108,San Marino,Los Angeles,34.1207,-118.1117
924,92625,Corona Del Mar,Orange,33.6021,-117.8743
925,92014,Del Mar,San Diego,32.9665,-117.249
926,93204,Avenal,Kings,35.9877,-120.1227
927,95357,Modesto,Stanislaus,37.6693,-120.8817
928,90013,Los Angeles,Los Angeles,34.0448,-118.2434
929,95320,Escalon,San Joaquin,37.7983,-121.0006
930,94517,Clayton,Contra Costa,37.9154,-121.91
931,94105,San Francisco,San Francisco,37.7864,-122.3892
932,93923,Carmel,Monterey,36.5457,-121.8949
933,90293,Playa Del Rey,Los Angeles,33.9577,-118.4373
934,92055,Camp Pendleton,San Diego,33.2433,-117.3768
935,95832,Sacramento,Sacramento,38.4695,-121.4883
936,92075,Solana Beach,San Diego,32.9937,-117.2598
937,91105,Pasadena,Los Angeles,34.1355,-118.1636
938,95742,Rancho Cordova,Sacramento,38.5981,-121.2153
939,93301,Bakersfield,Kern,35.3866,-119.0171
940,94920,Belvedere Tiburon,Marin,37.8843,-122.4637
941,92313,Grand Terrace,San Bernardino,34.031,-117.3129
942,95814,Sacramento,Sacramento,38.5804,-121.4922
943,94709,Berkeley,Alameda,37.8784,-122.2655
944,90040,Los Angeles,Los Angeles,33.9909,-118.1532
945,95954,Magalia,Butte,39.8912,-121.58
946,93908,Salinas,Monterey,36.6011,-121.6729
947,93614,Coarsegold,Madera,37.2214,-119.7455
948,95948,Gridley,Butte,39.3532,-121.7137
949,95451,Kelseyville,Lake,38.9421,-122.7777
950,92007,Cardiff By The Sea,San Diego,33.023,-117.2745
951,94708,Berkeley,Alameda,37.8918,-122.2604
952,94707,Berkeley,Alameda,37.8927,-122.2761
953,90212,Beverly Hills,Los Angeles,34.0619,-118.3995
954,95640,Ione,Amador,38.3324,-120.9418
955,90402,Santa Monica,Los Angeles,34.0349,-118.503
956,94065,Redwood City,San Mateo,37.5331,-122.2486
957,93647,Orosi,Tulare,36.5464,-119.2815
958,94965,Sausalito,Marin,37.8601,-122.4946
959,90248,Gardena,Los Angeles,33.8766,-118.2835
960,91207,Glendale,Los Angeles,34.1649,-118.2451
961,93109,Santa Barbara,Santa Barbara,34.4038,-119.7194
962,95073,Soquel,Santa Cruz,37.0048,-121.9507
963,93646,Orange Cove,Fresno,36.6255,-119.3204
964,91502,Burbank,Los Angeles,34.1745,-118.3059
965,95453,Lakeport,Lake,39.047,-122.9328
966,95425,Cloverdale,Sonoma,38.7931,-123.0074
967,95953,Live Oak,Sutter,39.2601,-121.6923
968,93219,Earlimart,Tulare,35.8744,-119.281
969,93442,Morro Bay,San Luis Obispo,35.3795,-120.8447
970,91978,Spring Valley,San Diego,32.7329,-116.9596
971,93223,Farmersville,Tulare,36.3002,-119.2054
972,91024,Sierra Madre,Los Angeles,34.1651,-118.0519
973,92314,Big Bear City,San Bernardino,34.261,-116.8131
974,95326,Hughson,Stanislaus,37.5964,-120.8627
975,95338,Mariposa,Mariposa,37.4931,-119.9219
976,95064,Santa Cruz,Santa Cruz,36.9959,-122.0578
977,95694,Winters,Yolo,38.5322,-121.9676
978,95713,Colfax,Placer,39.0783,-120.9549
979,95386,Waterford,Stanislaus,37.652,-120.7292
980,93286,Woodlake,Tulare,36.4313,-119.0918
981,93108,Santa Barbara,Santa Barbara,34.4378,-119.6159
982,95119,San Jose,Santa Clara,37.2329,-121.7875
983,93701,Fresno,Fresno,36.7487,-119.7867
984,94571,Rio Vista,Solano,38.1637,-121.7016
985,96019,Shasta Lake,Shasta,40.6969,-122.3683
986,95012,Castroville,Monterey,36.7658,-121.758
987,95322,Gustine,Merced,37.2001,-121.0047
988,92567,Nuevo,Riverside,33.8123,-117.1048
989,94572,Rodeo,Contra Costa,38.0307,-122.2581
990,95033,Los Gatos,Santa Clara,37.1539,-121.9816
991,94925,Corte Madera,Marin,37.9223,-122.5132
992,92359,Mentone,San Bernardino,34.0774,-117.1126
993,93546,Mammoth Lakes,Mono,37.6094,-118.8656
994,92310,Fort Irwin,San Bernardino,35.2625,-116.6966
995,92252,Joshua Tree,San Bernardino,34.1502,-116.3038
996,96097,Yreka,Siskiyou,41.7206,-122.6376
997,93465,Templeton,San Luis Obispo,35.5551,-120.7107
998,95006,Boulder Creek,Santa Cruz,37.1547,-122.1365
999,93622,Firebaugh,Fresno,36.8651,-120.47
1000,91935,Jamul,San Diego,32.7163,-116.8323
1001,90211,Beverly Hills,Los Angeles,34.0652,-118.383
1002,90014,Los Angeles,Los Angeles,34.0443,-118.2509
1003,94931,Cotati,Sonoma,38.3259,-122.7048
1004,90094,Los Angeles,Los Angeles,33.9728,-118.4276
1005,92320,Calimesa,Riverside,33.9946,-117.043
1006,92657,Newport Coast,Orange,33.5943,-117.8334
1007,92067,Rancho Santa Fe,San Diego,33.005,-117.2157
1008,95010,Capitola,Santa Cruz,36.9767,-121.9555
1009,93926,Gonzales,Monterey,36.49,-121.4103
1010,94930,Fairfax,Marin,37.9883,-122.5937
1011,91020,Montrose,Los Angeles,34.2114,-118.2305
1012,95019,Freedom,Santa Cruz,36.9356,-121.7767
1013,95324,Hilmar,Merced,37.4002,-120.8723
1014,92655,Midway City,Orange,33.7446,-117.984
1015,92325,Crestline,San Bernardino,34.2433,-117.2811
1016,95327,Jamestown,Tuolumne,37.8906,-120.4717
1017,94574,Saint Helena,Napa,38.5138,-122.4619
1018,92548,Homeland,Riverside,33.7453,-117.1118
1019,93721,Fresno,Fresno,36.7377,-119.7843
1020,95988,Willows,Glenn,39.5353,-122.2597
1021,92249,Heber,Imperial,32.7218,-115.4383
1022,93620,Dos Palos,Merced,37.0025,-120.6333
1023,92254,Mecca,Riverside,33.545,-116.0187
1024,95946,Penn Valley,Nevada,39.2019,-121.2026
1025,90077,Los Angeles,Los Angeles,34.1112,-118.4502
1026,93644,Oakhurst,Madera,37.3476,-119.6449
1027,92250,Holtville,Imperial,32.8104,-115.3775
1028,95220,Acampo,San Joaquin,38.2004,-121.2186
1029,95726,Pollock Pines,El Dorado,38.7708,-120.5427
1030,95065,Santa Cruz,Santa Cruz,37.0089,-121.9849
1031,92276,Thousand Palms,Riverside,33.8082,-116.3713
1032,94710,Berkeley,Alameda,37.8696,-122.2959
1033,95316,Denair,Stanislaus,37.539,-120.7758
1034,90056,Los Angeles,Los Angeles,33.9853,-118.3707
1035,93449,Pismo Beach,San Luis Obispo,35.1578,-120.6522
1036,93463,Solvang,Santa Barbara,34.6488,-120.1701
1037,95005,Ben Lomond,Santa Cruz,37.0882,-122.0887
1038,92241,Desert Hot Springs,Riverside,33.8763,-116.354
1039,93625,Fowler,Fresno,36.6282,-119.671
1040,93434,Guadalupe,Santa Barbara,34.96,-120.5703
1041,95932,Colusa,Colusa,39.2345,-122.0277
1042,94515,Calistoga,Napa,38.5823,-122.5814
1043,92233,Calipatria,Imperial,33.167,-115.5114
1044,93510,Acton,Los Angeles,34.4835,-118.1959
1045,93445,Oceano,San Luis Obispo,35.1019,-120.608
1046,95139,San Jose,Santa Clara,37.2252,-121.7687
1047,93234,Huron,Fresno,36.2371,-120.102
1048,94027,Atherton,San Mateo,37.4563,-122.2002
1049,96094,Weed,Siskiyou,41.4226,-122.3861
1050,90401,Santa Monica,Los Angeles,34.0176,-118.4907
1051,96067,Mount Shasta,Siskiyou,41.3174,-122.324
1052,94939,Larkspur,Marin,37.9367,-122.5362
1053,92342,Helendale,San Bernardino,34.7499,-117.3367
1054,94028,Portola Valley,San Mateo,37.3702,-122.2182
1055,95202,Stockton,San Joaquin,37.9606,-121.2871
1056,93022,Oak View,Ventura,34.402,-119.2982
1057,95631,Foresthill,Placer,39.0682,-120.7224
1058,95436,Forestville,Sonoma,38.4923,-122.9042
1059,93591,Palmdale,Los Angeles,34.6019,-117.8123
1060,95642,Jackson,Amador,38.3545,-120.7573
1061,95672,Rescue,El Dorado,38.7194,-120.9945
1062,95619,Diamond Springs,El Dorado,38.6865,-120.8145
1063,95658,Newcastle,Placer,38.8763,-121.143
1064,93924,Carmel Valley,Monterey,36.4787,-121.7244
1065,95693,Wilton,Sacramento,38.3983,-121.2303
1066,92624,Capistrano Beach,Orange,33.46,-117.6632
1067,95018,Felton,Santa Cruz,37.0662,-122.0618
1068,93615,Cutler,Tulare,36.5243,-119.287
1069,93267,Strathmore,Tulare,36.1472,-119.0792
1070,92352,Lake Arrowhead,San Bernardino,34.2606,-117.2016
1071,92356,Lucerne Valley,San Bernardino,34.447,-116.9189
1072,93427,Buellton,Santa Barbara,34.6209,-120.1922
1073,93240,Lake Isabella,Kern,35.669,-118.457
1074,95683,Sloughhouse,Sacramento,38.5143,-121.0964
1075,95987,Williams,Colusa,39.1337,-122.2162
1076,93460,Santa Ynez,Santa Barbara,34.624,-120.0713
1077,95249,San Andreas,Calaveras,38.1904,-120.6441
1078,95971,Quincy,Plumas,39.9284,-120.9698
1079,95046,San Martin,Santa Clara,37.0911,-121.5999
1080,92861,Villa Park,Orange,33.8205,-117.8104
1081,95626,Elverta,Sacramento,38.7233,-121.4497
1082,93256,Pixley,Tulare,35.9553,-119.2564
1083,93656,Riverdale,Fresno,36.4295,-119.872
1084,92372,Pinon Hills,San Bernardino,34.4429,-117.6403
1085,93428,Cambria,San Luis Obispo,35.5566,-121.084
1086,95709,Camino,El Dorado,38.747,-120.6743
1087,93225,Frazier Park,Kern,34.8265,-119.0355
1088,93270,Terra Bella,Tulare,35.957,-119.0312
1089,95231,French Camp,San Joaquin,37.878,-121.2827
1090,95222,Angels Camp,Calaveras,38.071,-120.5722
1091,92363,Needles,San Bernardino,34.7824,-114.5871
1092,95470,Redwood Valley,Mendocino,39.2779,-123.2243
1093,93609,Caruthers,Fresno,36.5358,-119.8446
1094,92315,Big Bear Lake,San Bernardino,34.235,-116.9053
1095,92590,Temecula,Riverside,33.4903,-117.1824
1096,90290,Topanga,Los Angeles,34.1076,-118.6023
1097,96101,Alturas,Modoc,41.4767,-120.5456
1098,92210,Indian Wells,Riverside,33.7163,-116.3381
1099,92003,Bonsall,San Diego,33.294,-117.1897
1100,95912,Arbuckle,Colusa,39.0138,-122.0274
1101,96088,Shingletown,Shasta,40.505,-121.8857
1102,92278,Twentynine Palms,San Bernardino,34.238,-116.0604
1103,92823,Brea,Orange,33.923,-117.798
1104,95722,Meadow Vista,Placer,39.0031,-121.0292
1105,95446,Guerneville,Sonoma,38.5055,-122.9965
1106,93272,Tipton,Tulare,36.0546,-119.3078
1107,95692,Wheatland,Yuba,39.0337,-121.4235
1108,95669,Plymouth,Amador,38.4916,-120.8819
1109,96013,Burney,Shasta,40.8949,-121.655
1110,91708,Chino,San Bernardino,33.954,-117.6404
1111,92382,Running Springs,San Bernardino,34.2102,-117.1109
1112,93501,Mojave,Kern,35.0478,-118.1735
1113,95685,Sutter Creek,Amador,38.4175,-120.7951
1114,95666,Pioneer,Amador,38.4319,-120.5719
1115,92121,San Diego,San Diego,32.8919,-117.2035
1116,94005,Brisbane,San Mateo,37.6811,-122.4001
1117,92397,Wrightwood,San Bernardino,34.3628,-117.6249
1118,93235,Ivanhoe,Tulare,36.3856,-119.2189
1119,96073,Palo Cedro,Shasta,40.5767,-122.2398
1120,95627,Esparto,Yolo,38.7061,-122.0152
1121,95228,Copperopolis,Calaveras,37.944,-120.6423
1122,95633,Garden Valley,El Dorado,38.8665,-120.8567
1123,95236,Linden,San Joaquin,38.032,-121.0493
