serviceAreas,Unnamed: 0_x,zip,city,county,lat,long,Unnamed: 0_y,Geography,Geographic Area Name,SEX AND AGE!!Total population,SEX AND AGE!!Total population!!Male,SEX AND AGE!!Total population!!Female,SEX AND AGE!!Total population!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!Under 5 years,SEX AND AGE!!Total population!!5 to 9 years,SEX AND AGE!!Total population!!10 to 14 years,SEX AND AGE!!Total population!!15 to 19 years,SEX AND AGE!!Total population!!20 to 24 years,SEX AND AGE!!Total population!!25 to 34 years,SEX AND AGE!!Total population!!35 to 44 years,SEX AND AGE!!Total population!!45 to 54 years,SEX AND AGE!!Total population!!55 to 59 years,SEX AND AGE!!Total population!!60 to 64 years,SEX AND AGE!!Total population!!65 to 74 years,SEX AND AGE!!Total population!!75 to 84 years,SEX AND AGE!!Total population!!85 years and over,SEX AND AGE!!Total population!!Median age (years),SEX AND AGE!!Total population!!Under 18 years,SEX AND AGE!!Total population!!16 years and over,SEX AND AGE!!Total population!!18 years and over,SEX AND AGE!!Total population!!21 years and over,SEX AND AGE!!Total population!!62 years and over,SEX AND AGE!!Total population!!65 years and over,SEX AND AGE!!Total population!!18 years and over.1,SEX AND AGE!!Total population!!18 years and over!!Male,SEX AND AGE!!Total population!!18 years and over!!Female,SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!65 years and over.1,SEX AND AGE!!Total population!!65 years and over!!Male,SEX AND AGE!!Total population!!65 years and over!!Female,SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females),RACE!!Total population,RACE!!Total population!!One race,RACE!!Total population!!Two or more races,RACE!!Total population!!One race.1,RACE!!Total population!!One race!!White,RACE!!Total population!!One race!!Black or African American,RACE!!Total population!!One race!!American Indian and Alaska Native,RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,RACE!!Total population!!One race!!Asian,RACE!!Total population!!One race!!Asian!!Asian Indian,RACE!!Total population!!One race!!Asian!!Chinese,RACE!!Total population!!One race!!Asian!!Filipino,RACE!!Total population!!One race!!Asian!!Japanese,RACE!!Total population!!One race!!Asian!!Korean,RACE!!Total population!!One race!!Asian!!Vietnamese,RACE!!Total population!!One race!!Asian!!Other Asian,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,RACE!!Total population!!One race!!Some other race,RACE!!Total population!!Two or more races.1,RACE!!Total population!!Two or more races!!White and Black or African American,RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and Asian,RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,Race alone or in combination with one or more other races!!Total population,Race alone or in combination with one or more other races!!Total population!!White,Race alone or in combination with one or more other races!!Total population!!Black or African American,Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Race alone or in combination with one or more other races!!Total population!!Asian,Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Race alone or in combination with one or more other races!!Total population!!Some other race,HISPANIC OR LATINO AND RACE!!Total population,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,"HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races",Total housing units,"CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
Butte,1451,95914,Bangor,Butte,39.3885,-121.4052,1588,8600000US95914,95914,660,321,339,94.7,27,0,120,34,13,22,31,116,43,36,123,57,38,51.3,175,513,485,479,242,218,485,209,276,75.7,218,125,93,134.4,660,645,15,645,613,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,15,0,0,0,660,628,39,0,0,0,8,660,52,36,0,0,16,608,561,24,0,0,0,8,15,0,15,341,485,209,276
Colusa,1041,95932,Colusa,Colusa,39.2345,-122.0277,1601,8600000US95932,95932,7573,3872,3701,104.6,412,596,539,548,395,811,1074,825,537,425,769,462,180,39.5,1956,5914,5617,5404,1703,1411,5617,2870,2747,104.5,1411,679,732,92.8,7573,6976,597,6976,6201,220,95,0,0,0,0,101,18,10,14,0,0,0,59,9,0,0,0,9,350,597,44,114,37,6,7573,6725,318,215,166,18,737,7573,3619,3494,34,0,91,3954,3413,204,84,69,9,0,175,0,175,3141,4868,2469,2399
Colusa,1075,95987,Williams,Colusa,39.1337,-122.2162,1646,8600000US95987,95987,6040,2978,3062,97.3,597,525,536,518,368,957,768,636,204,261,366,109,195,30.7,2019,4263,4021,3792,804,670,4021,2010,2011,100,670,393,277,141.9,6040,5450,590,5450,4855,9,120,27,0,0,0,81,8,19,35,0,9,10,0,23,0,0,0,23,362,590,21,7,0,0,6040,5445,41,144,81,51,885,6040,4644,4461,0,0,183,1396,1166,9,53,81,23,53,11,0,11,1904,3026,1370,1656
Colusa,1100,95912,Arbuckle,Colusa,39.0138,-122.0274,1587,8600000US95912,95912,5112,2611,2501,104.4,404,300,380,420,399,746,645,456,328,456,345,106,127,34.5,1276,3978,3836,3567,935,578,3836,1969,1867,105.5,578,265,313,84.7,5112,4458,654,4458,3777,51,20,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,601,654,13,40,108,0,5112,4431,64,60,195,78,1016,5112,3353,3141,0,0,212,1759,1544,0,11,0,0,0,204,0,204,1690,2967,1491,1476
Colusa,1305,95955,Maxwell,Colusa,39.3163,-122.1849,1621,8600000US95955,95955,1513,872,641,136,77,167,141,109,54,177,202,235,84,60,105,32,70,35.8,402,1111,1111,1002,237,207,1111,621,490,126.7,207,66,141,46.8,1513,1143,370,1143,1101,0,1,1,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,36,370,0,25,0,0,1513,1471,0,26,5,0,381,1513,943,943,0,0,0,570,539,0,1,5,0,0,25,0,25,711,817,485,332
Colusa,1477,95970,Princeton,Colusa,39.4168,-122.0519,1633,8600000US95970,95970,533,254,279,91,0,16,61,21,38,17,16,137,67,42,74,22,22,49.7,90,456,443,435,158,118,443,187,256,73,118,57,61,93.4,533,520,13,520,485,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,13,0,0,533,498,22,18,0,0,8,533,119,101,0,0,18,414,374,22,5,0,0,0,13,0,13,266,414,176,238
Colusa,1488,95950,Grimes,Colusa,39.0744,-121.8927,1617,8600000US95950,95950,494,225,269,83.6,60,43,30,12,0,99,0,55,108,0,53,34,0,47.1,145,361,349,349,87,87,349,145,204,71.1,87,20,67,29.9,494,428,66,428,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,66,0,66,0,0,494,481,0,66,0,0,13,494,147,147,0,0,0,347,281,0,0,0,0,0,66,0,66,206,301,124,177
Colusa,1516,95979,Stonyford,Colusa,39.3176,-122.5393,1640,8600000US95979,95979,397,250,147,170.1,6,8,4,7,24,71,2,70,33,48,61,48,15,56.4,19,379,378,372,142,124,378,245,133,184.2,124,73,51,143.1,397,371,26,371,310,50,3,3,0,0,0,5,0,1,3,0,0,0,1,0,0,0,0,0,3,26,0,3,0,21,397,315,71,29,7,0,3,397,72,72,0,0,0,325,244,50,0,5,0,0,26,0,26,320,357,243,114
Yolo,190,95616,Davis,Yolo,38.5538,-121.7418,1460,8600000US95616,95616,53805,24436,29369,83.2,1246,1371,1632,9612,16764,7027,3250,3521,1414,1724,3544,1843,857,22.9,5622,49080,48183,34279,7257,6244,48183,21769,26414,82.4,6244,2773,3471,79.9,53805,49353,4452,49353,31628,1441,133,33,0,0,0,14007,1661,6509,1235,872,1451,949,1330,318,88,29,45,156,1826,4452,642,493,2194,10,53805,35603,2263,660,16816,622,2536,53805,7142,5446,105,143,1448,46663,27196,1352,85,13804,318,260,3648,184,3464,19164,40781,18466,22315
Yolo,368,95695,Woodland,Yolo,38.6816,-121.8052,1528,8600000US95695,95695,40340,19849,20491,96.9,2437,3184,2590,2483,2580,5648,5665,4927,2267,2336,3744,1520,959,37.1,9510,31577,30830,29245,7621,6223,30830,15038,15792,95.2,6223,2757,3466,79.5,40340,35185,5155,35185,30325,452,550,24,0,0,0,1341,245,336,272,96,80,112,200,21,21,0,0,0,2496,5155,301,758,258,14,40340,35365,974,1834,1693,144,6048,40340,19340,17848,124,0,1368,21000,17799,431,226,1341,21,27,1155,241,914,14865,26835,12960,13875
Yolo,391,95691,West Sacramento,Yolo,38.5673,-121.5516,1524,8600000US95691,95691,39198,18978,20220,93.9,2757,2882,3215,2655,2378,5710,6427,4667,2205,1982,2735,1145,440,35,10394,29915,28804,27405,5522,4320,28804,13331,15473,86.2,4320,1675,2645,63.3,39198,34843,4355,34843,24978,1911,230,0,0,0,30,5379,729,1129,1258,109,242,445,1467,332,61,29,0,242,2013,4355,413,538,857,48,39198,28801,2494,928,7479,1079,3696,39198,10897,8568,329,141,1859,28301,18481,1678,95,5364,286,112,2285,146,2139,14029,25877,11810,14067
Yolo,657,95618,El Macero,Yolo,38.5449,-121.7405,1461,8600000US95618,95618,27238,13315,13923,95.6,1416,1421,1725,2432,4387,3102,3039,3197,1844,1450,1647,1117,461,31.9,5597,22302,21641,19085,4053,3225,21641,10406,11235,92.6,3225,1506,1719,87.6,27238,25254,1984,25254,17614,617,132,73,0,0,0,6202,758,3291,494,314,343,227,775,35,0,6,21,8,654,1984,239,78,1058,106,27238,19443,970,343,7326,201,974,27238,4454,2597,136,36,1685,22784,14393,495,124,6202,35,138,1397,20,1377,10252,18404,8955,9449
Yolo,725,95776,Woodland,Yolo,38.6808,-121.7411,1554,8600000US95776,95776,24311,12609,11702,107.8,1654,1384,1725,2147,2093,3365,3382,3272,1581,1160,1575,622,351,34.3,6140,19002,18171,17164,3126,2548,18171,9493,8678,109.4,2548,1365,1183,115.4,24311,22482,1829,22482,15601,582,204,34,0,0,0,3458,1082,820,300,47,16,17,1176,117,0,0,0,117,2520,1829,178,181,531,11,24311,17304,810,416,4085,191,3354,24311,11695,10689,133,0,873,12616,7676,519,81,3411,73,31,825,56,769,7913,15794,8235,7559
Yolo,900,95605,West Sacramento,Yolo,38.5927,-121.5325,1452,8600000US95605,95605,14468,7185,7283,98.7,1026,923,1260,1153,1152,2341,1789,1085,834,1293,950,538,124,31.8,3792,10975,10676,9898,2304,1612,10676,5392,5284,102,1612,625,987,63.3,14468,12504,1964,12504,9049,532,166,0,0,0,0,875,52,104,73,34,0,66,546,195,0,12,0,183,1687,1964,79,472,482,0,14468,10880,702,638,1490,323,2517,14468,6557,6040,143,0,374,7911,5422,532,152,800,195,47,763,18,745,5376,8318,4218,4100
Yolo,977,95694,Winters,Yolo,38.5322,-121.9676,1527,8600000US95694,95694,10549,5399,5150,104.8,586,615,619,687,839,1245,1461,1737,792,767,739,391,71,38.5,2381,8438,8168,7765,1675,1201,8168,4249,3919,108.4,1201,628,573,109.6,10549,9698,851,9698,8713,65,26,0,0,0,3,130,0,0,0,0,115,0,15,0,0,0,0,0,764,851,0,34,23,34,10549,9530,99,94,153,0,1524,10549,4630,3998,0,0,632,5919,5586,65,26,130,0,11,101,11,90,3684,6915,3449,3466
Yolo,1120,95627,Esparto,Yolo,38.7061,-122.0152,1469,8600000US95627,95627,4516,2091,2425,86.2,711,472,235,289,292,736,487,368,252,72,385,149,68,29,1575,3032,2941,2779,644,602,2941,1372,1569,87.4,602,199,403,49.4,4516,4287,229,4287,3993,0,0,0,0,0,0,78,0,14,34,0,0,0,30,0,0,0,0,0,216,229,7,0,24,0,4516,4193,16,0,185,74,331,4516,2183,1811,22,0,350,2333,2148,0,0,78,0,0,107,0,107,1497,2496,1170,1326
Yolo,1282,95645,Knights Landing,Yolo,38.8517,-121.7334,1485,8600000US95645,95645,1704,900,804,111.9,134,122,165,64,33,242,266,216,70,108,151,62,71,39.2,475,1256,1229,1211,348,284,1229,627,602,104.2,284,129,155,83.2,1704,1666,38,1666,1616,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,38,0,0,0,0,1704,1654,19,42,0,0,46,1704,1304,1256,0,0,48,400,395,0,5,0,0,0,0,0,0,634,950,461,489
Yolo,1299,95937,Dunnigan,Yolo,38.887,-121.9992,1605,8600000US95937,95937,1542,734,808,90.8,111,74,127,59,81,249,82,131,46,120,239,128,95,43.9,352,1222,1190,1140,541,462,1190,519,671,77.3,462,159,303,52.5,1542,1317,225,1317,1190,92,0,0,0,0,0,35,0,0,0,0,0,0,35,0,0,0,0,0,0,225,0,111,0,0,1542,1415,92,111,35,0,114,1542,656,656,0,0,0,886,782,63,0,35,0,0,6,0,6,651,1020,453,567
Yolo,1309,95612,Clarksburg,Yolo,38.3945,-121.5641,1457,8600000US95612,95612,1465,701,764,91.8,113,171,51,66,41,158,169,104,93,190,173,67,69,42,401,1064,1064,1064,379,309,1064,559,505,110.7,309,103,206,50,1465,1297,168,1297,1262,0,0,0,0,0,0,35,7,0,0,28,0,0,0,0,0,0,0,0,0,168,0,147,21,0,1465,1430,0,147,56,0,0,1465,482,473,0,0,9,983,846,0,0,28,0,0,109,0,109,549,987,532,455
Yolo,1486,95653,Madison,Yolo,38.6802,-121.9721,1491,8600000US95653,95653,502,223,279,79.9,0,26,52,50,1,35,76,28,24,20,151,0,39,53.4,79,424,423,374,190,190,423,169,254,66.5,190,82,108,75.9,502,502,0,502,230,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,502,230,1,0,1,0,270,502,497,375,0,0,122,5,3,1,0,1,0,0,0,0,0,182,338,133,205
Yolo,1552,95606,Brooks,Yolo,38.8065,-122.2039,1453,8600000US95606,95606,303,149,154,96.8,0,19,0,0,1,25,43,52,0,69,73,21,0,60.2,19,284,284,284,115,94,284,149,135,110.4,94,72,22,327.3,303,220,83,220,175,0,2,0,0,0,0,43,0,0,0,0,43,0,0,0,0,0,0,0,0,83,0,82,1,0,303,258,0,84,44,0,0,303,23,23,0,0,0,280,152,0,2,43,0,0,83,0,83,129,261,126,135
Yolo,1553,95607,Capay,Yolo,38.7209,-122.0912,1454,8600000US95607,95607,303,153,150,102,0,0,0,13,15,0,0,44,40,10,122,59,0,68.1,13,303,290,290,181,181,290,140,150,93.3,181,89,92,96.7,303,288,15,288,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,303,303,0,15,0,0,0,303,8,8,0,0,0,295,280,0,0,0,0,0,15,0,15,201,290,140,150
Solano,35,94533,Fairfield,Solano,38.2671,-122.0357,1034,8600000US94533,94533,78695,38214,40481,94.4,5956,4902,5847,5136,5609,13344,9580,9839,4488,4078,5657,2783,1476,33.9,20112,60871,58583,55745,12279,9916,58583,28561,30022,95.1,9916,4421,5495,80.5,78695,69989,8706,69989,34364,14428,388,0,36,75,20,11010,1488,493,6545,248,212,511,1513,1164,25,720,200,219,8635,8706,1470,972,1840,33,78695,41778,17184,1733,14113,1990,11457,78695,27985,24126,813,55,2991,50710,19598,14150,321,10661,1112,160,4708,81,4627,25298,49405,23999,25406
Solano,66,95687,Vacaville,Solano,38.3482,-121.9538,1520,8600000US95687,95687,69073,36987,32086,115.3,3819,4446,3785,3654,4184,11643,8976,9367,4394,4429,6073,3067,1236,38,14345,56174,54728,52480,12834,10376,54728,29696,25032,118.6,10376,4614,5762,80.1,69073,62718,6355,62718,42263,8210,657,49,9,143,0,6160,704,1058,2472,669,181,495,581,812,86,150,390,186,4616,6355,1269,562,1943,82,69073,47738,10703,1844,9214,1425,5746,69073,16439,12404,934,89,3012,52634,33114,8033,329,5883,766,243,4266,144,4122,23266,51659,27962,23697
Solano,161,94591,Vallejo,Solano,38.0985,-122.2124,1083,8600000US94591,94591,56333,27354,28979,94.4,2701,2870,2809,3889,3830,7831,7630,7213,4045,4296,5774,2557,888,40.7,10818,47317,45515,43598,11573,9219,45515,21846,23669,92.3,9219,4048,5171,78.3,56333,50292,6041,50292,18191,8634,93,6,0,0,0,17707,802,1618,13576,192,309,418,792,251,35,120,36,60,5416,6041,352,134,2572,618,56333,22736,10828,1379,21553,772,6314,56333,11702,7105,1357,111,3129,44631,14181,8223,85,17050,218,610,4264,146,4118,19496,41602,20016,21586
Solano,418,95688,Vacaville,Solano,38.3847,-121.9887,1521,8600000US95688,95688,38114,18809,19305,97.4,2370,2729,2347,2081,2434,4813,4659,5089,3085,2200,3939,1635,733,39.9,8856,30246,29258,28037,7531,6307,29258,14414,14844,97.1,6307,3086,3221,95.8,38114,35243,2871,35243,27711,1729,153,67,0,0,0,3519,346,688,1564,445,167,65,244,103,17,26,49,11,2028,2871,460,291,819,0,38114,30388,2362,633,4837,623,2597,38114,9132,7150,289,180,1513,28982,21444,1594,116,3379,77,241,2131,39,2092,14412,27431,13496,13935
Solano,427,94590,Vallejo,Solano,38.1053,-122.2474,1082,8600000US94590,94590,37378,17940,19438,92.3,2345,2046,2440,2117,2727,5429,5158,4243,2604,3080,3348,1096,745,37.9,8049,30127,29329,27954,7089,5189,29329,13930,15399,90.5,5189,2166,3023,71.7,37378,34224,3154,34224,13862,8631,262,0,5,0,7,4254,17,207,3511,61,158,73,227,430,6,19,44,361,6785,3154,509,166,426,94,37378,16300,9886,696,5254,693,8152,37378,12715,9116,391,23,3185,24663,9708,8315,19,4058,430,613,1520,60,1460,15806,24908,11919,12989
Solano,595,94589,Vallejo,Solano,38.1582,-122.2804,1081,8600000US94589,94589,30206,14695,15511,94.7,1997,1973,2178,1642,2003,4234,3450,3723,1905,2124,2867,1458,652,37.7,7180,23665,23026,22162,6361,4977,23026,10958,12068,90.8,4977,1928,3049,63.2,30206,28186,2020,28186,9272,5655,263,0,0,0,0,7676,40,200,6740,55,66,343,232,400,78,95,116,111,4920,2020,326,298,355,116,30206,10761,6328,764,8503,625,5446,30206,10170,7247,86,89,2748,20036,4919,5497,114,7592,336,246,1332,19,1313,9923,19571,9436,10135
Solano,617,94585,Suisun City,Solano,38.2408,-122.042,1077,8600000US94585,94585,29351,14520,14831,97.9,1743,1941,2114,1925,2031,4982,3819,3548,2039,1694,2102,879,534,34.9,6715,23289,22636,21174,4475,3515,22636,10665,11971,89.1,3515,1339,2176,61.5,29351,25888,3463,25888,11586,5899,205,0,0,0,0,5499,356,531,3709,182,69,310,342,277,0,70,83,124,2422,3463,362,246,562,63,29351,14236,6776,704,7068,942,3602,29351,8000,6156,514,19,1311,21351,7572,5877,89,5312,200,213,2088,203,1885,9514,20662,9932,10730
Solano,638,94510,Benicia,Solano,38.0685,-122.1614,1016,8600000US94510,94510,28297,13916,14381,96.8,1482,1529,1725,1547,1067,2654,3727,3770,2476,2303,3933,1453,631,46.2,5798,23173,22499,21805,7420,6017,22499,10821,11678,92.7,6017,2655,3362,79,28297,25618,2679,25618,20514,908,69,0,0,0,0,3244,168,600,1514,161,70,182,549,117,0,87,0,30,766,2679,254,616,629,0,28297,22736,1450,814,4214,690,1254,28297,3902,2191,145,0,1566,24395,18131,898,0,3139,87,165,1975,34,1941,12025,21668,10407,11261
Solano,763,95620,Dixon,Solano,38.4403,-121.8088,1463,8600000US95620,95620,22312,11185,11127,100.5,1291,1726,1967,1492,1798,3372,2806,2381,1302,1049,1942,786,400,33.4,5774,16974,16538,15538,3793,3128,16538,8202,8336,98.4,3128,1489,1639,90.8,22312,20765,1547,20765,15972,431,88,0,0,67,0,889,77,80,130,86,39,82,395,78,76,0,0,2,3307,1547,103,95,255,4,22312,17384,645,268,1288,172,4211,22312,9139,8290,164,0,685,13173,11127,424,88,889,78,24,543,0,543,7808,14558,7055,7503
Solano,984,94571,Rio Vista,Solano,38.1637,-121.7016,1065,8600000US94571,94571,10330,4836,5494,88,158,308,130,479,356,858,334,875,744,1577,2693,1453,365,63.2,999,9658,9331,9178,5422,4511,9331,4394,4937,89,4511,2074,2437,85.1,10330,10028,302,10028,8083,1127,20,0,0,0,0,457,0,80,329,47,0,1,0,18,0,0,0,18,323,302,22,25,57,0,10330,8323,1205,45,576,24,459,10330,2357,1864,0,0,493,7973,6196,1127,20,457,18,21,134,12,122,5342,8818,4176,4642
Solano,1169,94535,Travis Afb,Solano,38.2743,-121.9463,1036,8600000US94535,94535,3407,1800,1607,112,565,439,263,148,478,984,378,87,29,18,18,0,0,22.3,1342,2140,2065,1930,28,18,2065,1060,1005,105.5,18,18,0,-,3407,3079,328,3079,2282,407,0,0,0,0,0,168,0,0,118,18,16,0,16,161,0,126,0,35,61,328,95,32,101,5,3407,2577,571,48,328,167,97,3407,534,310,90,15,119,2873,1889,403,0,168,161,0,252,0,252,1304,2019,1052,967
Solano,1377,94592,Vallejo,Solano,38.0968,-122.2699,1084,8600000US94592,94592,1038,594,444,133.8,29,29,12,8,213,205,217,116,54,40,57,54,4,36.2,78,960,960,960,147,115,960,542,418,129.7,115,51,64,79.7,1038,997,41,997,426,101,0,0,0,0,0,423,22,67,190,0,0,122,22,28,28,0,0,0,19,41,0,0,0,0,1038,443,125,0,423,28,60,1038,94,36,22,0,36,944,379,101,0,423,28,0,13,13,0,414,924,542,382
Sacramento,33,95823,Sacramento,Sacramento,38.4797,-121.4438,1565,8600000US95823,95823,80842,39278,41564,94.5,6757,6975,6484,5779,5146,13853,9613,8320,4924,4211,5355,2497,928,31.5,23945,59213,56897,54166,11008,8780,56897,27176,29721,91.4,8780,3964,4816,82.3,80842,72261,8581,72261,21342,16485,523,30,0,5,8,17938,1445,2720,2594,123,80,2149,8827,3039,19,113,0,2907,12934,8581,2164,237,677,631,80842,27418,20426,1886,20319,4416,16146,80842,25768,22589,776,62,2341,55074,12290,16100,253,17705,3020,547,5159,269,4890,24830,46202,22035,24167
Sacramento,34,95630,Folsom,Sacramento,38.6709,-121.1529,1472,8600000US95630,95630,79584,40479,39105,103.5,4504,5404,6351,4718,3654,9400,12262,13665,5114,4381,5710,3148,1273,40.2,19698,62067,59886,57849,12649,10131,59886,30693,29193,105.1,10131,4006,6125,65.4,79584,72853,6731,72853,53128,3380,273,42,6,17,0,13392,6903,1867,1515,416,685,1138,868,300,60,3,74,163,2380,6731,740,946,2627,65,79584,59519,4412,1377,16249,450,4491,79584,12487,8234,758,95,3400,67097,45634,3231,252,13153,300,245,4282,139,4143,28583,54486,27944,26542
Sacramento,76,95624,Elk Grove,Sacramento,38.4232,-121.3599,1466,8600000US95624,95624,67017,32115,34902,92,3805,4358,5237,6053,4492,7315,9202,9370,4791,4224,5041,2462,667,37.6,17718,52267,49299,46889,10524,8170,49299,22704,26595,85.4,8170,3481,4689,74.2,67017,60392,6625,60392,32567,5836,519,56,20,41,0,16404,2831,2032,4072,417,143,4169,2740,2207,104,78,71,1954,2859,6625,1316,293,1452,34,67017,38138,8116,918,18991,2797,5321,67017,11766,9841,551,8,1366,55251,26972,5643,218,16223,2098,180,3917,130,3787,20588,46047,21469,24578
Sacramento,81,95758,Elk Grove,Sacramento,38.4243,-121.437,1551,8600000US95758,95758,65952,32428,33524,96.7,4277,4041,4904,5102,3505,8397,9750,9451,4846,3606,4858,2312,903,38,16767,51430,49185,46789,10217,8073,49185,23768,25417,93.5,8073,3215,4858,66.2,65952,59258,6694,59258,28219,8742,402,8,0,18,0,18066,1376,3620,5665,455,247,2645,4058,856,19,146,9,682,2973,6694,2004,546,1432,0,65952,34177,11140,1204,20424,1256,4852,65952,13123,10109,395,225,2394,52829,21629,8247,146,17838,729,48,4192,61,4131,22637,44709,21330,23379
Sacramento,108,95608,Carmichael,Sacramento,38.6284,-121.3287,1455,8600000US95608,95608,62330,29550,32780,90.1,3362,3100,3740,3191,3506,8628,7078,7497,4537,4572,6675,3756,2688,42.6,12149,51458,50181,48213,15907,13119,50181,23354,26827,87.1,13119,5454,7665,71.2,62330,57315,5015,57315,47717,3270,265,63,8,10,0,4530,155,462,962,354,644,452,1501,373,0,104,126,143,1160,5015,669,1042,1493,79,62330,52316,4567,1900,6787,594,2555,62330,8936,5567,729,171,2469,53394,42044,3226,170,4385,325,46,3198,78,3120,27137,46841,21491,25350
Sacramento,132,95828,Sacramento,Sacramento,38.4826,-121.4006,1570,8600000US95828,95828,59139,28891,30248,95.5,3621,4248,4332,4434,3818,8433,7858,7223,3708,3545,4533,2341,1045,35.5,15047,46081,44092,41798,9966,7919,44092,21525,22567,95.4,7919,3713,4206,88.3,59139,53418,5721,53418,16127,5388,400,9,0,0,0,22952,1729,3965,2875,321,170,5183,8709,1713,30,139,136,1408,6838,5721,714,171,752,321,59139,20091,7361,1126,25283,2446,9213,59139,15973,13728,356,73,1816,43166,10038,5275,261,22614,1713,345,2920,155,2765,18351,36692,17493,19199
Sacramento,145,95670,Rancho Cordova,Sacramento,38.6072,-121.2761,1505,8600000US95670,95670,57222,27975,29247,95.7,4187,3737,3691,2741,3309,10416,7095,6322,3941,3339,5079,2396,969,35.5,13378,44971,43844,42350,10341,8444,43844,21356,22488,95,8444,3795,4649,81.6,57222,52908,4314,52908,35244,4884,313,0,0,40,26,7900,1305,1188,1542,313,684,695,2173,264,49,25,21,169,4303,4314,761,404,799,109,57222,38883,6152,1215,9554,684,5634,57222,11623,9146,350,37,2090,45599,29881,4814,57,7741,264,146,2696,107,2589,21684,38374,18736,19638
Sacramento,252,95843,Antelope,Sacramento,38.7159,-121.3648,1582,8600000US95843,95843,47928,23661,24267,97.5,3450,3481,3909,3244,3173,7087,6463,6233,3439,2708,3211,1058,472,34.3,12988,36464,34940,33309,6429,4741,34940,16579,18361,90.3,4741,2205,2536,86.9,47928,44451,3477,44451,32813,4236,182,13,0,0,22,5510,1774,165,1725,89,87,801,869,277,0,99,0,178,1433,3477,557,560,686,18,47928,35784,5104,1164,6768,665,2383,47928,7605,5658,264,23,1660,40323,28009,4176,96,5470,277,242,2053,32,2021,14851,31178,14999,16179
